name,rest_type,dish_liked,rate,votes,location
Khan Saheb Grills and Rolls,Quick Bites,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti",3.9/5,185,Commercial Street
Konark Vegetarian Restaurant,Casual Dining,"Badam Halwa, Carrot Halwa, Panneer Butter Masala, Filter Coffee, Vegetarian, Manchurian, Masala Buttermilk",4.1/5,407,Commercial Street
Moti Mahal Delux,Casual Dining,"Butter Chicken, Tawa Chicken, Kadhai Paneer, Chicken Curry, Murgh Lababdar, Vegetable Biryani, Dal Makhani",4.0 /5,577,HSR
Fresh Pressery Cafe,Cafe,"Salads, Chicken Sandwich, Sandwiches, Cheesecake, Spaghetti Aglio Olio, Arugula Salad, Cheese Chilli Toast",4.1 /5,147,Koramangala 5th Block
Skoolroom,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake",4.3/5,569,Ulsoor
Potful,Delivery,"Paneer Biryani, Pot Biryani, Calcutta Biryani, Raita, Paneer Tikka, Vegetable Biryani, Hyderabadi Biryani",3.8/5,832,Sarjapur Road
RS Shiv Sagar,Casual Dining,"Brownie, Paneer Manchurian, Filter Coffee, Chocolate Sizzler, Nachos, Panneer Butter Masala, Masala Papad",4.1 /5,538,Commercial Street
McDonald's,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac",3.8 /5,295,Koramangala 5th Block
Nandhini Paradise,"Casual Dining, Bar","Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti",3.6/5,277,St. Marks Road
1Q1,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki",4.3 /5,612,Infantry Road
Popsies,Casual Dining,"Momos, Chilli Chicken, Chicken Manchow Soup, Spicy Chicken Wings, Thukpa, Chicken Noodle, Tai Pai Chicken",3.9 /5,823,Koramangala 5th Block
The Biryani Cafe,Quick Bites,"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani",4.1/5,520,Banashankari
Soul Treat,Bakery,"Fruit Cake, Blueberry Cake, Brownie, Chocolate Walnut Cake, Carrot Cake, Chocolate Blueberry, Meetha Paan",4.3/5,269,Sarjapur Road
The Boozy Griffin,Pub,"Singapore Sling, Sea Food Platter, Cocktails, Long Island Iced Tea, Vanilla Ice Cream, Martini, Ghee Rice",4.8 /5,4705,Marathahalli
Krutunga,Casual Dining,"Chicken Fry, Andhra Meal, Chicken Meal, Mutton Curry, Chicken Guntur, Chicken Biryani, Hyderabadi Biryani",3.6/5,289,HSR
The Coorg Food Co.,Casual Dining,"Pandi Curry, Tender Coconut Pudding, Chocolate Mousse, Ghee Rice, Pork Curry, Bella Coffee, Chicken Curry",4.3 /5,482,Kalyan Nagar
Birbal Darbar,Casual Dining,"Tandoori Chicken, Veg Kolhapuri, Jal-jeera, Chicken Biryani, Vegetable Biryani, Masala Papad, Dal Makhani",4.1 /5,317,Sarjapur Road
Chicken Man,Quick Bites,"Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries",3.8/5,72,JP Nagar
Le Charcoal,Casual Dining,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish",4.1 /5,341,Brookefield
GMT - Gelateria Montecatini Terme,Dessert Parlor,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone",4.4/5,275,Indiranagar
Roll Over,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie",4.1/5,438,Jayanagar
Hara Fine Dine,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan",4.0/5,633,Banashankari
Kittu's,Casual Dining,"Murgh Lababdar, Butter Chicken, Paneer Lababdar, Dal Makhani, Afghan Chicken, Chicken Achari Tikka, Lassi",4.2/5,800,Electronic City
Lakeview Milkbar,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers",4.0/5,1445,MG Road
Taste Of Tibet,Quick Bites,"Thukpa, Vegetable Noodles, Steam Chicken Momos, Chowmein, Chicken Shaptra, Chicken Manchurian, Dumplings",4.0/5,336,Brigade Road
Flavour of China,Casual Dining,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",3.8 /5,254,BTM
Vidyarthi Bhavan,Quick Bites,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",4.4/5,4460,Basavanagudi
Rolls & Bowls,Quick Bites,"Rolls, Noodles, Mughlai Paratha, Paneer Kathi Roll, Veg Manchow Soup, Crispy Chicken, Chicken Manchurian",4.5 /5,156,Brookefield
Hakka Chinese Restaurant,Casual Dining,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles",3.9 /5,332,Koramangala 1st Block
Polar Bear,Dessert Parlor,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate",4.2 /5,195,Koramangala 6th Block
Mustard Food Court,Casual Dining,"Chicken Biryani, Chicken Wings, Chicken Curry, Kadhai Paneer, Butter Chicken, Noodles, Vegetable Biryani",3.6 /5,165,Koramangala 3rd Block
Frootality,"Beverage Shop, Quick Bites","Sandwiches, Chicken Sandwich, Paneer Sandwich, Fruit Juices, Hot Chocolate, Oreo Shake, Watermelon Juice",4.0 /5,215,Indiranagar
Warm Oven,Delivery,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake",4.3/5,889,Domlur
Cool Joint,Beverage Shop,"Sandwiches, Hot Chocolate Fudge, Faluda, Paneer Sandwich, Grilled Sandwich, Cheese Sandwich, Tomato Soup",4.2/5,820,Jayanagar
Zamindar,Casual Dining,"Biryani, Double Ka Meetha, Dragon Chicken, Lassi, Chicken Tikka Masala, Kodi Vepudu, Chicken Malai Tikka",4.4/5,347,Kalyan Nagar
Tim Tai,Casual Dining,"Noodles, Rice Paper Rolls, Prawn Dumplings, Vegetable Dimsums, Prawn Dim Sums, Rendang Chicken, Pad Thai",4.4 /5,3677,Koramangala 5th Block
Le Arabia,Casual Dining,"Sea Food, Ghee Rice, Hyderabadi Mutton Biryani, Chicken Biryani, Shawarma, Chicken Grill, Crispy Chicken",4.4 /5,1016,Basaveshwara Nagar
Hotel Junior Kuppanna,Casual Dining,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani",3.1/5,266,HSR
Ammi's Biryani,Quick Bites,"Chicken Guntur, Vegetable Biryani, Executive Chicken Biryani, Mutton Biryani, Hyderabadi Chicken Biryani",2.1 /5,342,Marathahalli
DinePost9,Delivery,"Chicken Manchurian, Biryani, Chicken Butter Masala, Tandoori Chicken, Paneer Curry, Dal Fry, Gulab Jamun",3.8 /5,798,Marathahalli
Roomali,Casual Dining,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani",4.0/5,173,Church Street
Just Khao Suey,Casual Dining,"Noodles, Burmese Khao Suey, Chocolate Mousse, Coconut Souffle, Veg Momos, Chicken Khao Suey, Noodle Soup",4.0 /5,183,Indiranagar
Belly Deli,Delivery,"Burgers, Sandwiches, Chicken Biryani, Roast Beef Sandwich, Chicken Crisp Burger, Beef Chilli, Cheesecake",4.1/5,178,Frazer Town
Chandrappa Hotel,Quick Bites,"Pork Pepper Fry, Mutton Chops, Mutton Biryani, Chicken Fry, Garlic Chicken, Akki Rottis, Pepper Chicken",4.2 /5,253,Yeshwantpur
Zero Kelvin,Dessert Parlor,"Waffles, Thick Shakes, Choco Brownie, Ferrero Rocher Shake, Blueberry Shake, Milky Way, Nutella Brownie",4.3 /5,169,Koramangala 4th Block
Belgian Waffle Factory,Dessert Parlor,"Chocolate Waffles, Nutella Waffle, Nachos, French Fries, Blueberry Waffles, Berryblast, Belgian Waffles",4.8 /5,391,Vasanth Nagar
Baisakhi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",3.8/5,527,Basavanagudi
Konaseema Grand,Casual Dining,"Buttermilk, Chicken Biryani, Lassi, Tandoori Chicken, Bamboo Biryani, Mutton Biryani, Vegetable Biryani",3.2/5,379,Whitefield
Oogway Express,Casual Dining,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",3.9/5,347,JP Nagar
Mughal Treat,Casual Dining,"Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala",3.6/5,109,Sarjapur Road
Rigan Hyderabadi Bawarchi,Casual Dining,"Butter Chicken, Shawarma, Chicken Biryani, Vegetable Biryani, Babycorn Manchurian, Dum Biryani, Noodles",3.6 /5,133,New BEL Road
Jaffa's Biryani,Casual Dining,"Mutton Biryani, Fish Biryani, Paneer Biryani, Egg Biryani, Vegetable Biryani, Raita, Hyderabadi Biryani",3.8 /5,434,Marathahalli
Hotel Ramprasad,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney",4.2 /5,93,Brigade Road
Dindigul Thalappakatti,Casual Dining,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani",4.3/5,289,Indiranagar
The Black Pearl,"Casual Dining, Bar","Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry",4.7 /5,10512,Koramangala 5th Block
Avista Cafe Pizzeria,Cafe,"Sandwiches, Bbq Chicken Pizza, Burgers, Steak, Mashed Potato, Peri Peri Chicken Pizza, Aglio Olio Pasta",4.5/5,506,Hennur
Catch-up-ino,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",3.9/5,133,Banashankari
4 Seasons Restaurant,Casual Dining,"Veg Pulao, Mutton Biryani, Badami Kheer, Veg Platter, Chicken Kebab, Tandoori Chicken, Stuffed Capsicum",3.7/5,399,Kalyan Nagar
Swathi,Casual Dining,"Chicken Kebab, Roast Mutton, Chicken Guntur, Thali, Chicken Biryani, Lemon Chicken, Babycorn Manchurian",3.8 /5,591,Rajajinagar
Konaseema Kitchen,Casual Dining,"Veg Dum Biryani, Buttermilk, Butter Chicken, Chicken Biryani, Rajugari Kodi Pulao, Tikka, Chicken Curry",3.8/5,572,Marathahalli
Bathinda Dine,Casual Dining,"Butter Chicken, Paneer Methi Malai, Lassi, Butter Naan, Sarso Da Saag, Paneer Punjabi, Tandoori Chicken",3.9 /5,266,Bellandur
Seafood Place,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret",4.1/5,298,Indiranagar
Cravy Wings,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Peri Peri Burger, Fries, Chicken Wings, Crunchy Veg Burger",4.2 /5,289,Bannerghatta Road
Kabab Mandra,Quick Bites,"Chicken Grill, Chicken Tikka Roll, Grape Juice, Biryani, Shawarma Roll, Tandoori Chicken, Tandoori Raan",2.7 /5,165,Whitefield
Punjabi Nawabi,Casual Dining,"Masala Lassi, Paneer Tikka Masala, Jeera Rice, Dal Makhani, Butter Chicken, Matar Paneer, Chicken Irani",4.1 /5,1036,HSR
All Shook Up!,"Dessert Parlor, Beverage Shop","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich",3.9 /5,77,Domlur
Helloo Delhi,Casual Dining,"Paneer Makhani, Vegetable Biryani, Rabri, Dal Makhani, Paneer Lababdar, Murgh Lababdar, Butter Chicken",3.9/5,880,HSR
Malabar Bay,Casual Dining,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta",4.2 /5,1542,BTM
Green Onion,Casual Dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",4.3 /5,1189,Residency Road
Just Shawarma,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",4.0 /5,414,Koramangala 5th Block
Funjabi,Casual Dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",3.5 /5,140,Church Street
Mustard Cafe,Cafe,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers",4.1 /5,893,Koramangala 3rd Block
Hungry Hippie,Cafe,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",4.3 /5,1470,Koramangala 5th Block
Dhaba Social,Casual Dining,"Tandoori Chicken, Chicken Malai Tikka, Lassi, Tandoori Aloo, Paneer Lababdar, Kalmi Kabab, Bruschettas",4.0 /5,472,Brookefield
Eden Park,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian",4.1 /5,629,Cunningham Road
Sunny Side Bistro,Cafe,"English Breakfast, Healthy Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict",3.8/5,362,Frazer Town
Faasos,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap",4.2/5,415,Banashankari
Jade,Casual Dining,"Chicken Manchow Soup, Lime Soda, Clear Soup, Spring Roll, Veg Manchurian, Chilli Potatoes, Wonton Soup",3.7/5,690,Brookefield
Pulimunchi,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Tender Coconut Souffle, Crab Ghee Roast, Fish, Prawn Ghee Roast",4.3/5,688,Indiranagar
Yauatcha,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Chocolate Hazelnut Mousse, Macaroon",4.6/5,2341,MG Road
Beyond Elements,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala",4.1 /5,869,Whitefield
Kabab Magic,Quick Bites,"Grape Juice, Chicken Grill, Chicken Tikka Roll, Shawarma Roll, Chicken Shawarama, Biryani Combo, Rolls",4.1/5,1720,Basavanagudi
Halli Jonne Biriyani,Quick Bites,"Chicken Fry, Mutton Fry, Mutton Biryani, Chicken Biryani, Chicken Kebab, Donne Biryani, Chilli Chicken",4.2/5,380,Jayanagar
Murphy's Brewhouse - The Paul Bangalore,"Pub, Microbrewery","Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout",4.3 /5,2035,Domlur
Shanghai Court,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",4.2/5,421,Bannerghatta Road
Royal Treat,Casual Dining,"Dragon Chicken, Butter Chicken, Rolls, Mutton Biryani, Raita, Panneer Butter Masala, Tandoori Chicken",4.1/5,435,Koramangala 5th Block
Treat,Casual Dining,"Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Roti, Palak Paneer",3.9/5,543,Indiranagar
Smally's Resto Cafe,Cafe,"Burgers, Cheddar Cheese Balls, Peri Peri Chicken Steak, Pasta, Pizza, Fries, Peri Peri Chicken Burger",4.2 /5,1440,New BEL Road
Cafe Aira,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles",4.1/5,216,Basavanagudi
Asia Kitchen By Mainland China,"Casual Dining, Bar","Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup, Chocolate Roll",4.9/5,2217,Koramangala 5th Block
The Egg Factory,Casual Dining,"Shakshouka, Kothu Paratha, Scrambled Eggs, Pasta, English Breakfast, Cheese Omelette, Masala Omelette",4.0/5,136,HSR
New Hilal Restaurant,Casual Dining,"Ghee Rice, Butter Chicken, Hyderabadi Chicken, Methi Murg, Bheja Fry, Chicken Kebab, Tandoori Chicken",4.0/5,108,Shivajinagar
EatWater,"Casual Dining, Bar","Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri",4.2/5,121,Lavelle Road
JS Food Court,Quick Bites,"French Fries, Chicken Roll, Sandwich, Falafel Roll, Charcoal Shawarma, Chicken Fries, Brosted Chicken",3.8/5,128,Kammanahalli
Sharief Bhai,Casual Dining,"Mutton Biryani, Nalli Nihari, Patthar Ka Gosht, Phirni, Paya Soup, Hyderabadi Biryani, Chicken Nihari",4.4 /5,1582,Koramangala 5th Block
Gokul Veg,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti",3.8/5,469,Basavanagudi
Tandoor Hut,Casual Dining,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala",4.1 /5,1004,Koramangala 5th Block
Matka House,Quick Bites,"Rolls, Chicken Biryani, Chilli Chicken, Butter Chicken, Roti, Panneer Butter Masala, Tandoori Chicken",3.9 /5,391,Kaggadasapura
Desipun,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",4.2 /5,344,Koramangala 5th Block
Nite Out,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles",4.0 /5,1114,Koramangala 4th Block
Golkonda Chimney,Casual Dining,"Paneer Tikka, Carrot Halwa, Rolls, Mutton Biryani, Chilli Chicken, Chicken Manchow Soup, Tom Yum Soup",3.5 /5,1824,Marathahalli
7 Days Restaurant,Quick Bites,"Egg Noodles, Lamb Chops, Hyderabadi Chicken Dum Biryani, Gajar Ka Halwa, Al Faham Chicken, Fried Rice",3.8/5,478,Electronic City
Cirkus,"Bar, Casual Dining","Cocktails, Chicken Bbq Wings, Pasta, Feta Salad, Mocktails, Peri Peri Chicken Steak, Thai Green Curry",4.3/5,331,HSR
Oregano Soul Food,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",4.1/5,142,Whitefield
Imperio Restaurant,Casual Dining,"Hyderabadi Biryani, Chicken Kebab, Corn Paratha, Chicken Dosa, Butter Chicken, Fish, Malabari Biryani",4.2/5,767,Brookefield
Basmati Restaurant,Casual Dining,"Paneer Tikka Biryani, Chicken Biryani, Bamboo Chicken, Chicken Kebab, Vegetable Biryani, Mutton Keema",3.8 /5,430,Bellandur
Namak Swad Anusaar,Quick Bites,"Papdi Chaat, Panneer Butter Masala, Tea, Paneer Lababdar, Biryani, Kullad Chai, Chicken Tikka Masala",3.8/5,155,Marathahalli
Drunkling - Sizzlers and Pub,"Casual Dining, Bar","Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Stuffed Mushroom",4.4 /5,347,Koramangala 5th Block
Naati Manae,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",3.9/5,484,Koramangala 5th Block
Swathi Deluxe,Casual Dining,"Ghee Roast Mutton, Paneer Tikka Masala, Dum Aloo, Fish, Murgh Ghee Roast, Chilli Chicken, Fried Rice",3.9/5,218,Marathahalli
Zhang's - Chinese Restaurant,Casual Dining,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",4.1/5,590,JP Nagar
Spice Elephant,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani",4.1/5,787,Banashankari
Peacock,Casual Dining,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",4.0 /5,863,Indiranagar
BFC Family Restaurant,Casual Dining,"Ghee Rice, Paratha, Shawarma, Butter Chicken, Tandoori Chicken, Chicken Grill, Chicken Tikka Biryani",3.2 /5,426,Kaggadasapura
Aaha Andhra,Casual Dining,"Faluda, Chicken Curry, Keema Biryani, Vegetable Biryani, Chicken Dosa, Guntur Chicken Biryani, Thali",4.2 /5,823,Indiranagar
Spice Up,Casual Dining,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",3.8/5,146,JP Nagar
Salaam Sigri Rolls & Kebabs,Quick Bites,"Rolls, Chicken Tikka, Chicken Seekh Roll, Seekh Kebab, Aloo Tikka Roll, Murgh Malai Kebab, Beda Roti",3.8 /5,162,New BEL Road
Biryani Palace,Quick Bites,"Tandoori Chicken, Chicken Boneless Biryani, Hyderabadi Biryani, Lemon Chicken, Mutton Biryani, Raita",3.9/5,460,HSR
Amrutha Grand Restaurant,Casual Dining,"Malai Kofta, Chicken Boneless Biryani, Naan, Sweet Corn Soup, Noodles, Thali, Hyderabadi Dum Biryani",3.2 /5,205,Sarjapur Road
24th Main,Casual Dining,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",4.1/5,1235,JP Nagar
Rajasthani Charbhuja Restaurant,Quick Bites,"Rajasthani Thali, Paratha, Gulab Jamun, Paneer Tikka Masala, Sweet Lassi, Buttermilk, Gatte Ki Subzi",4.0/5,170,Electronic City
The Punjabi Rasoi,Casual Dining,"Lassi, Bhindi Masala, Chicken Butter Masala, Dal Makhani, Achari Paneer, Chicken Bharta, Malai Kofta",4.1/5,2008,Indiranagar
Nakkshatra,Casual Dining,"Paan Shot, Kalmi Kabab, Achari Chicken, Paneer Khurchan, Cocktails, Chicken Lollipop, Dum Ka Chicken",4.5 /5,443,Marathahalli
The Belgian Waffle Co.,Dessert Parlor,"Belgian Waffles, Chocolate Overload, Triple Chocolate, Belgian Chocolate Waffle, Chocolate Icecreams",4.2 /5,184,Koramangala 5th Block
BelgYum,Dessert Parlor,"Cappuccino, Coffee, Hot Chocolate, Mango Waffles, Nutella Waffle, Belgium Waffles, Chocolate Waffles",4.6 /5,1822,Whitefield
Sila Restaurant,Casual Dining,"Mocktails, Dal Makhani, Masala Papad, Kulcha, Panneer Butter Masala, Chilli Paneer, Chicken Biryani",3.8/5,514,Electronic City
Mamagoto,Casual Dining,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey",4.4 /5,2578,Indiranagar
Meenu Oota Da Maane,Casual Dining,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast",4.2 /5,296,Koramangala 5th Block
Salem Kitchen,Casual Dining,"Chicken Sukha, Butter Chicken, Panneer Butter Masala, Masala Prawn, Chicken Curry, Biryani, Paratha",3.4 /5,232,Brookefield
Mr Manchurian,Food Court,"Momos, Chicken Spring Rolls, Chilli Chicken, Chicken Momo, Chop Suey, Chicken Noodle, Hakka Noodles",3.6/5,198,Marathahalli
Black Deer,"Takeaway, Delivery","Chocolate Fudge, Chocolate Shake, Bubble Gum Shake, Hot Chocolate, Belgian Waffles, Mango Milkshake",4.4 /5,149,Koramangala 5th Block
Royal Chef Naati Oota,Casual Dining,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",4.0 /5,194,JP Nagar
Manasa Fishland,Casual Dining,"Sea Food, Prawn Ghee Roast, Fish Curry, Neer Dosa, Murgh Ghee Roast, Chicken Thali, Crab Ghee Roast",4.1/5,201,Kalyan Nagar
Polamma's Mess,Mess,"Lemon Chicken, Hyderabadi Biryani, Chicken Biryani, Chicken Fry, Andhra Meal, Thali, French Chicken",4.2/5,185,BTM
The Ganache Factory,Delivery,"Red Velvet, Lime Pie, Nutella Cheesecake, Blueberry Cheesecake, Salted Caramel Brownie, Dessert Jar",4.2/5,128,Jayanagar
